"symbol","company_name","date","current_price"
"EASUNREYRL","Easun Reyrolle Limited","2018-05-08","20"
"UNIENTER","Uniphos Enterprises Limited","2018-05-08","80.75"
"SILINV","SIL Investments Limited","2018-05-08","434.35"
"KEYCORPSER","Keynote Corporate Services Limited","2018-05-08","56.15"
"HINDUJAVEN","Hinduja Ventures Limited","2018-05-08","815"
"PEARLPOLY","Pearl Polymers Limited","2018-05-08","22.2"
"SANOFI","Sanofi India Limited","2018-05-08","4890"
"BLBLIMITED","BLB Limited","2018-05-08","7.95"
"KAJARIACER","Kajaria Ceramics Limited","2018-05-08","530"
"GUFICBIO","Gufic Biosciences Limited","2018-05-08","156"
"AMJLAND","Amj Land Holdings Limited","2018-05-08","28.25"
"CYBERMEDIA","Cyber Media (India) Limited","2018-05-07","10.85"
"AHLUCONT","Ahluwalia Contracts (India) Limited","2018-05-07","422.6"
"ELGIEQUIP","Elgi Equipments Limited","2018-05-07","263.5"
"SQSBFSI","SQS India BFSI Limited","2018-05-07","559"
"SHARDACROP","Sharda Cropchem Limited","2018-05-07","397"
"SMARTLINK","Smartlink Network Systems Limited","2018-05-07","112.5"
"SANCO","Sanco Industries Limited","2018-05-07","28.95"
"MAHASTEEL","Mahamaya Steel Industries Limited","2018-05-07","75.1"
"SPMLINFRA","SPML Infra Limited","2018-05-07","113.8"
"TIPSINDLTD","TIPS Industries Limited","2018-05-07","115.95"
"MOTOGENFIN","The Motor & General Finance Limited","2018-05-07","51.95"
"JSWHL","JSW Holdings Limited","2018-05-07","1885"
"BROOKS","Brooks Laboratories Limited","2018-05-07","106.05"
"MANGLMCEM","Mangalam Cement Limited","2018-05-07","320"
"LICNFNHGP","LIC MF - LIC MF ETF - Nifty 100","2018-05-07","114.5"
"IFBIND","IFB Industries Limited","2018-05-07","1294.7"
"INOXLEISUR","INOX Leisure Limited","2018-05-07","280.1"
"HNGSNGBEES","Reliance ETF Hang Seng BeES","2018-05-07","3380"
"LICNETFN50","LIC MF - LIC MF EXCHANGE TRADED FUND - NIFTY 50","2018-05-07","110.05"
"KRBL","KRBL Limited","2018-05-07","475.5"
"EXIDEIND","Exide Industries Limited","2018-05-07","261.5"
"RANEHOLDIN","Rane Holdings Limited","2018-05-07","2463.35"
"VIJAYABANK","Vijaya Bank","2018-05-07","61"
"SUNILHITEC","Sunil Hitech Engineers Limited","2018-05-07","5.5"
"SITINET","Siti Networks Limited","2018-05-07","16.15"
"MATRIMONY","Matrimony.Com Limited","2018-05-04","850"
"SPMLINFRA","SPML Infra Limited","2018-05-04","99.75"
"GITANJALI","Gitanjali Gems Limited","2018-05-04","3"
"ORBTEXP","Orbit Exports Limited","2018-05-04","128.25"
"AEGISCHEM","Aegis Logistics Limited","2018-05-04","285"
"PRECAM","Precision Camshafts Limited","2018-05-04","99.95"
"ELECTHERM","Electrotherm (India) Limited","2018-05-04","152.1"
"GALAXYSURF","Galaxy Surfactants Limited","2018-05-04","1458"
"ITDCEM","ITD Cementation India Limited","2018-05-04","160.6"
"LINCPEN","Linc Pen & Plastics Limited","2018-05-04","390"
"MAXINDIA","Max India Limited","2018-05-04","83.35"
"HERCULES","Hercules Hoists Limited","2018-05-04","137.5"
"ORIENTREF","Orient Refractories Limited","2018-05-04","159.5"
"ECEIND","ECE Industries Limited","2018-05-04","484.85"
"EIMCOELECO","Eimco Elecon (India) Limited","2018-05-04","419"
"PDMJEPAPER","Pudumjee Paper Products Limited","2018-05-04","32.95"
"INSECTICID","Insecticides (India) Limited","2018-05-04","757"
"HEXAWARE","Hexaware Technologies Limited","2018-05-04","390.8"
"CARBORUNIV","Carborundum Universal Limited","2018-05-04","376.55"
"MAHABANK","Bank of Maharashtra","2018-05-04","14.6"
"EXCEL","Excel Realty N Infra Limited","2018-05-04","17.1"
"BASML","Bannari Amman Spinning Mills Limited","2018-05-04","238.1"
"GODREJPROP","Godrej Properties Limited","2018-05-04","808.6"
"BANSWRAS","Banswara Syntex Limited","2018-05-04","99.85"
"ECEIND","ECE Industries Limited","2018-05-03","440.8"
"RSWM","RSWM Limited","2018-05-03","308"
"MUKTAARTS","Mukta Arts Limited","2018-05-03","65"
"PDMJEPAPER","Pudumjee Paper Products Limited","2018-05-03","30.5"
"ENIL","Entertainment Network (India) Limited","2018-05-03","665"
"CENTEXT","Century Extrusions Limited","2018-05-03","6.35"
"ZODJRDMKJ","Zodiac JRD- MKJ Limited","2018-05-03","63.9"
"WELINV","Welspun Investments and Commercials Limited","2018-05-03","180"
"HCC","Hindustan Construction Company Limited","2018-05-03","17.15"
"OFSS","Oracle Financial Services Software Limited","2018-05-03","4284.9"
"DIAPOWER","Diamond Power Infra Ltd","2018-05-03","3.25"
"QNIFTY","Quantum Nifty ETF","2018-05-03","1080.5"
"RELDIVOPP","Reliance ETF Dividend Opportunities","2018-05-03","29.55"
"INDIGO","InterGlobe Aviation Limited","2018-05-03","1200.05"
"SMSLIFE","SMS Lifesciences India Limited","2018-05-03","421"
"NELCAST","Nelcast Limited","2018-05-03","94"
"XCHANGING","Xchanging Solutions Limited","2018-05-03","57.05"
"SHREERAMA","Shree Rama Multi-Tech Limited","2018-05-03","13.35"
"JYOTHYLAB","Jyothy Laboratories Limited","2018-05-03","377"
"TNTELE","Tamilnadu Telecommunication Limited","2018-05-03","2.3"
"TOKYOPLAST","Tokyo Plast International Limited","2018-05-03","83.7"
"FORTIS","Fortis Healthcare Limited","2018-05-03","157.95"
"5PAISA","5Paisa Capital Limited","2018-05-03","446.05"
"GREAVESCOT","Greaves Cotton Limited","2018-05-03","128.95"
"SIEMENS","Siemens Limited","2018-05-03","1058.95"
"SCHNEIDER","Schneider Electric Infrastructure Limited","2018-05-02","126.5"
"INDOTECH","Indo Tech Transformers Limited","2018-05-02","199.65"
"BLUECOAST","Blue Coast Hotels Limited","2018-05-02","84"
"3MINDIA","3M India Limited","2018-05-02","20550"
"TRIL","Transformers And Rectifiers (India) Limited","2018-05-02","29.5"
"ARSHIYA","Arshiya Limited","2018-05-02","64.7"
"PIONEEREMB","Pioneer Embroideries Limited","2018-05-02","32.5"
"CLEDUCATE","CL Educate Limited","2018-05-02","215.5"
"ECEIND","ECE Industries Limited","2018-05-02","367.35"
"IFGLEXPOR","IFGL Refractories Limited","2018-05-02","253.2"
"BHARATGEAR","Bharat Gears Limited","2018-05-02","186"
"GUJAPOLLO","Gujarat Apollo Industries Limited","2018-05-02","232"
"BHARATRAS","Bharat Rasayan Limited","2018-05-02","6940"
"TRITURBINE","Triveni Turbine Limited","2018-05-02","107.8"
"JISLDVREQS","Jain Irrigation Systems Limited","2018-05-02","67.4"
"ICICISENSX","ICICI Prudential Sensex ETF","2018-05-02","366.94"
"SHIVAMAUTO","Shivam Autotech Limited","2018-05-02","78.2"
"JUNIORBEES","Reliance ETF Junior BeES","2018-05-02","310.35"
"DPL","Dhunseri Petrochem Limited","2018-05-02","162.95"
"SHANTIGEAR","Shanthi Gears Limited","2018-05-02","140.85"
"PARSVNATH","Parsvnath Developers Limited","2018-05-02","16.1"
"JPINFRATEC","Jaypee Infratech Limited","2018-05-02","5.05"
"MANAKSIA","Manaksia Limited","2018-04-30","57.5"
"CUPID","Cupid Limited","2018-04-30","301.65"
"CELESTIAL","Celestial Biolabs Limited","2018-04-30","15.25"
"LOKESHMACH","Lokesh Machines Limited","2018-04-30","71.55"
"ZODJRDMKJ","Zodiac JRD- MKJ Limited","2018-04-30","45.45"
"JKCEMENT","JK Cement Limited","2018-04-30","1002"
"MADHAV","Madhav Marbles and Granites Limited","2018-04-30","59.2"
"GKWLIMITED","GKW Limited","2018-04-30","914"
"SAKUMA","Sakuma Exports Limited","2018-04-30","202.5"
"NEWGEN","Newgen Software Technologies Limited","2018-04-30","249"
"BBL","Bharat Bijlee Limited","2018-04-30","1738"
"JAYNECOIND","Jayaswal Neco Industries Limited","2018-04-30","7.6"
"EQ30","Edelweiss Mutual Fund - Edelweiss ETF - Nifty Quality 30","2018-04-30","288.95"
"PRECOT","Precot Meridian Limited","2018-04-30","59.9"
"GOLDIAM","Goldiam International Limited","2018-04-30","88.6"
"LICNETFGSC","LIC MF - LIC MF G-sec LT ETF - GO","2018-04-30","16"
"PODDARMENT","Poddar Pigments Limited","2018-04-30","285"
"WEBELSOLAR","Websol Energy System Limited","2018-04-30","71.85"
"AARVEEDEN","Aarvee Denims & Exports Limited","2018-04-30","45.1"
"RML","Rane (Madras) Limited","2018-04-30","946"
"THYROCARE","Thyrocare Technologies Limited","2018-04-30","667"
"JHS","JHS Svendgaard Laboratories Limited","2018-04-30","65.9"
"SWELECTES","Swelect Energy Systems Limited","2018-04-30","416.85"
"MUNJALAU","Munjal Auto Industries Limited","2018-04-30","77.4"
"GUJAPOLLO","Gujarat Apollo Industries Limited","2018-04-30","227"
"MANAKSIA","Manaksia Limited","2018-04-30","57.5"
"CUPID","Cupid Limited","2018-04-30","301.65"
"CELESTIAL","Celestial Biolabs Limited","2018-04-30","15.25"
"LOKESHMACH","Lokesh Machines Limited","2018-04-30","71.55"
"ZODJRDMKJ","Zodiac JRD- MKJ Limited","2018-04-30","45.45"
"JKCEMENT","JK Cement Limited","2018-04-30","1002"
"MADHAV","Madhav Marbles and Granites Limited","2018-04-30","59.2"
"GKWLIMITED","GKW Limited","2018-04-30","914"
"SAKUMA","Sakuma Exports Limited","2018-04-30","202.5"
"NEWGEN","Newgen Software Technologies Limited","2018-04-30","249"
"BBL","Bharat Bijlee Limited","2018-04-30","1738"
"JAYNECOIND","Jayaswal Neco Industries Limited","2018-04-30","7.6"
"GOLDIAM","Goldiam International Limited","2018-04-30","88.6"
"PODDARMENT","Poddar Pigments Limited","2018-04-30","285"
"WEBELSOLAR","Websol Energy System Limited","2018-04-30","71.85"
"AARVEEDEN","Aarvee Denims & Exports Limited","2018-04-30","45.1"
"RML","Rane (Madras) Limited","2018-04-30","946"
"THYROCARE","Thyrocare Technologies Limited","2018-04-30","667"
"JHS","JHS Svendgaard Laboratories Limited","2018-04-30","65.9"
"SWELECTES","Swelect Energy Systems Limited","2018-04-30","416.85"
"MUNJALAU","Munjal Auto Industries Limited","2018-04-30","77.4"
"GUJAPOLLO","Gujarat Apollo Industries Limited","2018-04-30","227"
"NDGL","Naga Dhunseri Group Limited","2018-04-30","1530"
"EQ30","Edelweiss Mutual Fund - Edelweiss ETF - Nifty Quality 30","2018-04-30","288.95"
"PRECOT","Precot Meridian Limited","2018-04-30","59.9"
"SETF10GILT","SBI Mutual Fund - SBI-ETF 10 YEAR GILT","2018-04-27","164"
"GEECEE","GeeCee Ventures Limited","2018-04-27","164.4"
"SITINET","Siti Networks Limited","2018-04-27","16.8"
"MAHLIFE","Mahindra Lifespace Developers Limited","2018-04-27","464.1"
"TECHNO","Techno Electric & Engineering Company Limited","2018-04-27","350.1"
"GKWLIMITED","GKW Limited","2018-04-27","786"
"ORIENTCEM","Orient Cement Limited","2018-04-27","144.3"
"USHERAGRO","Usher Agro Limited","2018-04-27","3.9"
"ESSELPACK","Essel Propack Limited","2018-04-27","269.5"
"ALKYLAMINE","Alkyl Amines Chemicals Limited","2018-04-27","718"
"PANORAMUNI","Panoramic Universal Limited","2018-04-27","7.85"
"MANGTIMBER","Mangalam Timber Products Limited","2018-04-27","28.65"
"SFL","Sheela Foam Limited","2018-04-27","1525"
"HERITGFOOD","Heritage Foods Limited","2018-04-27","707.95"
"ASTRON","Astron Paper & Board Mill Limited","2018-04-27","137.15"
"MURUDCERA","Murudeshwar Ceramics Limited","2018-04-27","39.45"
"NECCLTD","North Eastern Carrying Corporation Limited","2018-04-27","19.6"
"GRINDWELL","Grindwell Norton Limited","2018-04-27","499.85"
"AXISBANK","Axis Bank Limited","2018-04-27","540"
"STEL","Stel Holdings Limited","2018-04-27","118.5"
"EQUITAS","Equitas Holdings Limited","2018-04-27","156.4"
"PODDARHOUS","Poddar Housing and Development Limited","2018-04-27","950"
"DEN","Den Networks Limited","2018-04-27","104.4"
"CAPTRUST","Capital Trust Limited","2018-04-27","408.75"
"VISAKAIND","Visaka Industries Limited","2018-04-27","778"
"NCLIND","NCL Industries Limited","2018-04-26","243.45"
"VSTIND","VST Industries Limited","2018-04-26","3039.1"
"GREENLAM","Greenlam Industries Limited","2018-04-26","1231.7"
"AGCNET","AGC Networks Limited","2018-04-26","128.7"
"MANAKCOAT","Manaksia Coated Metals & Industries Limited","2018-04-26","16.75"
"SHYAMCENT","Shyam Century Ferrous Limited","2018-04-26","12.6"
"SANGHVIFOR","Sanghvi Forging and Engineering Limited","2018-04-26","39.7"
"ARENTERP","Rajdarshan Industries Limited","2018-04-26","14.75"
"BFINVEST","BF Investment Limited","2018-04-26","362"
"SOMANYCERA","Somany Ceramics Limited","2018-04-26","599.2"
"MPSLTD","MPS Limited","2018-04-26","666"
"BARTRONICS","Bartronics India Limited","2018-04-26","15"
"APLLTD","Alembic Pharmaceuticals Limited","2018-04-26","520.55"
"GPPL","Gujarat Pipavav Port Limited","2018-04-26","148.5"
"GKWLIMITED","GKW Limited","2018-04-26","655"
"LAOPALA","La Opala RG Limited","2018-04-26","281.25"
"HIL","HIL Limited","2018-04-26","2100"
"MAHLOG","Mahindra Logistics Limited","2018-04-26","483.25"
"HINDNATGLS","Hindusthan National Glass & Industries Limited","2018-04-26","99.35"
"PCJEWELLER","PC Jeweller Limited","2018-04-26","236.25"
"UNITY","Unity Infraprojects Limited","2018-04-26","3.65"
"PIONDIST","Pioneer Distilleries Limited","2018-04-26","261.35"
"BIRLACORPN","Birla Corporation Limited","2018-04-26","742"
"MERCATOR","Mercator Limited","2018-04-26","29.45"
"BANG","Bang Overseas Limited","2018-04-26","37.9"
"AICHAMP","AI Champdany Industries Limited","2018-04-25","28.95"
"VBL","Varun Beverages Limited","2018-04-25","645"
"SANGHVIFOR","Sanghvi Forging and Engineering Limited","2018-04-25","36.3"
"UCALFUEL","Ucal Fuel Systems Limited","2018-04-25","269.5"
"ZANDUREALT","Zandu Realty Limited","2018-04-25","2090.05"
"MAYURUNIQ","Mayur Uniquoters Ltd","2018-04-25","499.9"
"BHAGYAPROP","Bhagyanagar Properties Limited","2018-04-25","29.25"
"SANGAMIND","Sangam (India) Limited","2018-04-25","128.5"
"INDOCO","Indoco Remedies Limited","2018-04-25","204.4"
"BRIGADE","Brigade Enterprises Limited","2018-04-25","280.2"
"GICHSGFIN","GIC Housing Finance Limited","2018-04-25","422"
"CONSOFINVT","Consolidated Finvest & Holdings Limited","2018-04-25","63"
"CORDSCABLE","Cords Cable Industries Limited","2018-04-25","96.25"
"BAJAJCORP","Bajaj Corp Limited","2018-04-25","457.55"
"AUTOIND","Autoline Industries Limited","2018-04-25","80.2"
"DBREALTY","D B Realty Limited","2018-04-25","67.65"
"GUFICBIO","Gufic Biosciences Limited","2018-04-25","132.15"
"RAYMOND","Raymond Limited","2018-04-25","1129.2"
"21STCENMGM","21st Century Management Services Limited","2018-04-25","42.2"
"GRAVITA","Gravita India Limited","2018-04-25","185"
"PATINTLOG","Patel Integrated Logistics Limited","2018-04-25","69.45"
"LTTS","L&T Technology Services Limited","2018-04-25","1299.95"
"GATI","GATI Limited","2018-04-25","122"
"RUBYMILLS","The Ruby Mills Limited","2018-04-25","416.95"
"PCJEWELLER","PC Jeweller Limited","2018-04-25","243"
"SNOWMAN","Snowman Logistics Limited","2018-04-24","54.75"
"ALLCARGO","Allcargo Logistics Limited","2018-04-24","155.55"
"PATINTLOG","Patel Integrated Logistics Limited","2018-04-24","71.7"
"GATI","GATI Limited","2018-04-24","120.9"
"ADVENZYMES","Advanced Enzyme Technologies Limited","2018-04-24","249.5"
"WONDERLA","Wonderla Holidays Limited","2018-04-24","370"
"KPRMILL","K.P.R. Mill Limited","2018-04-24","673"
"SICAL","Sical Logistics Limited","2018-04-24","212.9"
"TCI","Transport Corporation of India Limited","2018-04-24","289.1"
"SHANKARA","Shankara Building Products Limited","2018-04-24","1959"
"SEPOWER","S.E. Power Limited","2018-04-24","7.1"
"HCG","Healthcare Global Enterprises Limited","2018-04-24","300.1"
"BRIGADE","Brigade Enterprises Limited","2018-04-24","259"
"AMRUTANJAN","Amrutanjan Health Care Limited","2018-04-24","300.85"
"HATHWAY","Hathway Cable & Datacom Limited","2018-04-24","35.15"
"SUNDARMFIN","Sundaram Finance Limited","2018-04-24","1770"
"BHAGERIA","Bhageria Industries Limited","2018-04-24","348.95"
"ICICIPRULI","ICICI Prudential Life Insurance Company Limited","2018-04-24","425.55"
"COROMANDEL","Coromandel International Limited","2018-04-24","470.3"
"BANKBEES","Reliance ETF Bank BeES","2018-04-24","2540.5"
"PUNJABCHEM","Punjab Chemicals & Crop Protection Limited","2018-04-24","542.8"
"BROOKS","Brooks Laboratories Limited","2018-04-24","108.05"
"UFO","UFO Moviez India Limited","2018-04-24","400"
"SICAGEN","Sicagen India Limited","2018-04-24","42.45"
"WABCOINDIA","WABCO India Limited","2018-04-24","7985"
"ASTRAMICRO","Astra Microwave Products Limited","2018-04-23","89.55"
"MINDACORP","Minda Corporation Limited","2018-04-23","200.6"
"SASKEN","Sasken Technologies Limited","2018-04-23","875"
"CIMMCO","Cimmco Limited","2018-04-23","91.3"
"LAMBODHARA","Lambodhara Textiles Limited","2018-04-23","80.6"
"SALASAR","Salasar Techno Engineering Limited","2018-04-23","395.2"
"KOTHARIPET","Kothari Petrochemicals Limited","2018-04-23","27"
"BROOKS","Brooks Laboratories Limited","2018-04-23","108.8"
"TATAINVEST","Tata Investment Corporation Limited","2018-04-23","839.05"
"TRF","TRF Limited","2018-04-23","273.9"
"ZENSARTECH","Zensar Technologies Limited","2018-04-23","1070"
"NAGAROIL","Nagarjuna Oil Refinery Limited","2018-04-23","2.85"
"MPSLTD","MPS Limited","2018-04-23","545"
"NIITLTD","NIIT Limited","2018-04-23","117.7"
"SKMEGGPROD","SKM Egg Products Export (India) Limited","2018-04-23","127.8"
"CHOLAFIN","Cholamandalam Investment and Finance Company Limited","2018-04-23","1705.85"
"UNICHEMLAB","Unichem Laboratories Limited","2018-04-23","278.5"
"VADILALIND","Vadilal Industries Limited","2018-04-23","892.15"
"PARABDRUGS","Parabolic Drugs Limited","2018-04-23","6.6"
"SIL","Standard Industries Limited","2018-04-23","21.5"
"ICICILOVOL","ICICI Prudential Nifty Low Vol 30 ETF","2018-04-23","85.26"
"INDOTECH","Indo Tech Transformers Limited","2018-04-23","187.6"
"SELMCL","SEL Manufacturing Company Limited","2018-04-23","2.35"
"LOVABLE","Lovable Lingerie Limited","2018-04-23","180.75"
"HIRECT","Hind Rectifiers Limited","2018-04-23","154.6"
"DBSTOCKBRO","DB (International) Stock Brokers Limited","2018-04-20","8.6"
"RAJTV","Raj Television Network Limited","2018-04-20","57.45"
"PIONDIST","Pioneer Distilleries Limited","2018-04-20","205"
"KAKATCEM","Kakatiya Cement Sugar & Industries Limited","2018-04-20","315.5"
"EVEREADY","Eveready Industries India Limited","2018-04-20","327.9"
"ALLSEC","Allsec Technologies Limited","2018-04-20","364.9"
"KAVVERITEL","Kavveri Telecom Products Limited","2018-04-20","9.75"
"SKFINDIA","SKF India Limited","2018-04-20","1853"
"GRPLTD","GRP Limited","2018-04-20","1263.05"
"LGBBROSLTD","LG Balakrishnan & Bros Limited","2018-04-20","1251.5"
"MCDHOLDING","McDowell Holdings Limited","2018-04-20","42.8"
"SKMEGGPROD","SKM Egg Products Export (India) Limited","2018-04-20","106.5"
"SMLISUZU","SML Isuzu Limited","2018-04-20","833"
"ATUL","Atul Limited","2018-04-20","2720"
"CYIENT","Cyient Limited","2018-04-20","701.75"
"PDUMJEIND","Pudumjee Industries Limited","2018-04-20","14"
"HILTON","Hilton Metal Forging Limited","2018-04-20","37.7"
"CONSOFINVT","Consolidated Finvest & Holdings Limited","2018-04-20","65.2"
"RELCNX100","Reliance ETF Nifty 100","2018-04-20","111.7"
"TPLPLASTEH","TPL Plastech Limited","2018-04-20","361"
"LTI","Larsen & Toubro Infotech Limited","2018-04-20","1399"
"INDIANCARD","Indian Card Clothing Company Limited","2018-04-20","163.4"
"DBSTOCKBRO","DB (International) Stock Brokers Limited","2018-04-20","8.6"
"RAJTV","Raj Television Network Limited","2018-04-20","57.45"
"PIONDIST","Pioneer Distilleries Limited","2018-04-20","205"
"KAKATCEM","Kakatiya Cement Sugar & Industries Limited","2018-04-20","315.5"
"EVEREADY","Eveready Industries India Limited","2018-04-20","327.9"
"ALLSEC","Allsec Technologies Limited","2018-04-20","364.9"
"KAVVERITEL","Kavveri Telecom Products Limited","2018-04-20","9.75"
"SKFINDIA","SKF India Limited","2018-04-20","1853"
"GRPLTD","GRP Limited","2018-04-20","1263.05"
"LGBBROSLTD","LG Balakrishnan & Bros Limited","2018-04-20","1251.5"
"MCDHOLDING","McDowell Holdings Limited","2018-04-20","42.8"
"SKMEGGPROD","SKM Egg Products Export (India) Limited","2018-04-20","106.5"
"SMLISUZU","SML Isuzu Limited","2018-04-20","833"
"ATUL","Atul Limited","2018-04-20","2720"
"CYIENT","Cyient Limited","2018-04-20","701.75"
"PDUMJEIND","Pudumjee Industries Limited","2018-04-20","14"
"HILTON","Hilton Metal Forging Limited","2018-04-20","37.7"
"CONSOFINVT","Consolidated Finvest & Holdings Limited","2018-04-20","65.2"
"RELCNX100","Reliance ETF Nifty 100","2018-04-20","111.7"
"TPLPLASTEH","TPL Plastech Limited","2018-04-20","361"
"LTI","Larsen & Toubro Infotech Limited","2018-04-20","1399"
"INDIANCARD","Indian Card Clothing Company Limited","2018-04-20","163.4"
"HERCULES","Hercules Hoists Limited","2018-04-18","139.85"
"VAKRANGEE","Vakrangee Limited","2018-04-18","125.8"
"PITTILAM","Pitti Laminations Limited","2018-04-18","104.7"
"KANORICHEM","Kanoria Chemicals & Industries Limited","2018-04-18","79.5"
"PAPERPROD","Huhtamaki PPL Limited","2018-04-18","362"
"NIFTYEES","Edelweiss ETF - Nifty 50","2018-04-18","10425"
"ANIKINDS","Anik Industries Limited","2018-04-18","40.25"
"INDIANHUME","Indian Hume Pipe Company Limited","2018-04-18","345.25"
"ICICIMCAP","ICICI Prudential Midcap Select ETF","2018-04-18","73.14"
"UNIVCABLES","Universal Cables Limited","2018-04-18","156"
"ASTRAZEN","AstraZeneca Pharma India Limited","2018-04-18","1030"
"AUTOLITIND","Autolite (India) Limited","2018-04-18","79.8"
"JOCIL","Jocil Limited","2018-04-18","159"
"KOTAKGOLD","Kotak Mutual Fund - Gold Exchange Traded Fund","2018-04-18","283"
"BANKBEES","Reliance ETF Bank BeES","2018-04-18","2548"
"TIINDIA","Tube Investments of India Limited","2018-04-18","230.5"
"ICICIGOLD","ICICI Prudential Gold ETF","2018-04-18","289.35"
"PFIZER","Pfizer Limited","2018-04-18","2163"
"GOKEX","Gokaldas Exports Limited","2018-04-18","94.25"
"TAJGVK","Taj GVK Hotels & Resorts Limited","2018-04-18","235"
"ASHIANA","Ashiana Housing Limited","2018-04-18","161.85"
"WELSPUNIND","Welspun India Limited","2018-04-18","51.85"
"ELECTHERM","Electrotherm (India) Limited","2018-04-18","163"
"HERCULES","Hercules Hoists Limited","2018-04-18","139.85"
"VAKRANGEE","Vakrangee Limited","2018-04-18","125.8"
"PITTILAM","Pitti Laminations Limited","2018-04-18","104.7"
"KANORICHEM","Kanoria Chemicals & Industries Limited","2018-04-18","79.5"
"PAPERPROD","Huhtamaki PPL Limited","2018-04-18","362"
"NIFTYEES","Edelweiss ETF - Nifty 50","2018-04-18","10425"
"ANIKINDS","Anik Industries Limited","2018-04-18","40.25"
"INDIANHUME","Indian Hume Pipe Company Limited","2018-04-18","345.25"
"ICICIMCAP","ICICI Prudential Midcap Select ETF","2018-04-18","73.14"
"KOTAKGOLD","Kotak Mutual Fund - Gold Exchange Traded Fund","2018-04-18","280.7"
"UNIVCABLES","Universal Cables Limited","2018-04-18","156"
"ASTRAZEN","AstraZeneca Pharma India Limited","2018-04-18","1030"
"AUTOLITIND","Autolite (India) Limited","2018-04-18","79.8"
"JOCIL","Jocil Limited","2018-04-18","159"
"ICICIGOLD","ICICI Prudential Gold ETF","2018-04-18","289.35"
"BANKBEES","Reliance ETF Bank BeES","2018-04-18","2548"
"TIINDIA","Tube Investments of India Limited","2018-04-18","230.5"
"PFIZER","Pfizer Limited","2018-04-18","2163"
"GOKEX","Gokaldas Exports Limited","2018-04-18","94.25"
"TAJGVK","Taj GVK Hotels & Resorts Limited","2018-04-18","235"
"ASHIANA","Ashiana Housing Limited","2018-04-18","161.85"
"WELSPUNIND","Welspun India Limited","2018-04-18","51.85"
"ELECTHERM","Electrotherm (India) Limited","2018-04-18","163"
"TALWALKARS","Talwalkars Better Value Fitness Limited","2018-04-17","83.6"
"KOTAKNV20","Kotak Mahindra MF - Kotak NV 20 ETF - DPO","2018-04-17","48.89"
"ROHLTD","Royal Orchid Hotels Limited","2018-04-17","206.2"
"TAJGVK","Taj GVK Hotels & Resorts Limited","2018-04-17","210.75"
"BEDMUTHA","Bedmutha Industries Limited","2018-04-17","26"
"EIHAHOTELS","EIH Associated Hotels Limited","2018-04-17","599"
"DBCORP","D.B.Corp Limited","2018-04-17","315.5"
"ADVANIHOTR","Advani Hotels & Resorts (India) Limited","2018-04-17","65.55"
"APOLSINHOT","Apollo Sindoori Hotels Limited","2018-04-17","1522.5"
"ORIENTHOT","Oriental Hotels Limited","2018-04-17","55.2"
"MATRIMONY","Matrimony.Com Limited","2018-04-17","780"
"ELECTCAST","Electrosteel Castings Limited","2018-04-17","33.1"
"JAGRAN","Jagran Prakashan Limited","2018-04-17","157.45"
"LICNETFN50","LIC MF - LIC MF EXCHANGE TRADED FUND - NIFTY 50","2018-04-17","106.15"
"TGBHOTELS","TGB Banquets And Hotels Limited","2018-04-17","39.7"
"KAMATHOTEL","Kamat Hotels (I) Limited","2018-04-17","119"
"GRINDWELL","Grindwell Norton Limited","2018-04-17","512"
"PURVA","Puravankara Limited","2018-04-17","160.9"
"RAMKY","Ramky Infrastructure Limited","2018-04-17","204.7"
"BAJAJELEC","Bajaj Electricals Limited","2018-04-17","654.9"
"AEGISCHEM","Aegis Logistics Limited","2018-04-17","282.05"
"CELESTIAL","Celestial Biolabs Limited","2018-04-17","14.3"
"CARBORUNIV","Carborundum Universal Limited","2018-04-17","371"
"EIHOTEL","EIH Limited","2018-04-17","203"
"M50","Motilal Oswal Mutual Fund - Motilal Oswal MOSt Shares M50 ETF","2018-04-17","99.95"
"KOTAKNV20","Kotak Mahindra MF - Kotak NV 20 ETF - DPO","2018-04-17","48.89"
"ROHLTD","Royal Orchid Hotels Limited","2018-04-17","206.2"
"TALWALKARS","Talwalkars Better Value Fitness Limited","2018-04-17","83.6"
"TAJGVK","Taj GVK Hotels & Resorts Limited","2018-04-17","210.75"
"JAGRAN","Jagran Prakashan Limited","2018-04-17","157.45"
"BEDMUTHA","Bedmutha Industries Limited","2018-04-17","26"
"EIHAHOTELS","EIH Associated Hotels Limited","2018-04-17","599"
"ADVANIHOTR","Advani Hotels & Resorts (India) Limited","2018-04-17","65.55"
"DBCORP","D.B.Corp Limited","2018-04-17","315.5"
"MATRIMONY","Matrimony.Com Limited","2018-04-17","780"
"APOLSINHOT","Apollo Sindoori Hotels Limited","2018-04-17","1522.5"
"LICNETFN50","LIC MF - LIC MF EXCHANGE TRADED FUND - NIFTY 50","2018-04-17","106.15"
"ORIENTHOT","Oriental Hotels Limited","2018-04-17","55.2"
"ELECTCAST","Electrosteel Castings Limited","2018-04-17","33.1"
"TGBHOTELS","TGB Banquets And Hotels Limited","2018-04-17","39.7"
"KAMATHOTEL","Kamat Hotels (I) Limited","2018-04-17","119"
"BAJAJELEC","Bajaj Electricals Limited","2018-04-17","654.9"
"GRINDWELL","Grindwell Norton Limited","2018-04-17","512"
"CELESTIAL","Celestial Biolabs Limited","2018-04-17","14.3"
