"symbol","company_name","date","current_price"
"CANTABIL","Cantabil Retail India Limited","2017-11-28","97.95"
"MADRASFERT","Madras Fertilizers Limited","2017-11-28","31.3"
"SESHAPAPER","Seshasayee Paper and Boards Limited","2017-11-27","850"
"ORTEL","Ortel Communications Limited","2017-11-27","37.6"
"RELDIVOPP","Reliance ETF Dividend Opportunities","2017-11-27","27.97"
"IVP","IVP Limited","2017-11-27","220.5"
"BBL","Bharat Bijlee Limited","2017-11-27","1110.85"
"GPTINFRA","GPT Infraprojects Limited","2017-11-27","219.15"
"INDOSOLAR","Indosolar Limited","2017-11-27","7.9"
"TCIDEVELOP","TCI Developers Limited","2017-11-27","591.1"
"ASPINWALL","Aspinwall and Company Limited","2017-11-27","375"
"AURIONPRO","Aurionpro Solutions Limited","2017-11-27","198"
"NIF100IWIN","ICICI Prudential Nifty 100 iWIN ETF","2017-11-27","113.25"
"ESSDEE","Ess Dee Aluminium Limited","2017-11-27","45.5"
"BINDALAGRO","Oswal Chemicals & Fertilizers Limited","2017-11-27","37.9"
"SICAGEN","Sicagen India Limited","2017-11-27","50"
"NIFTYIWIN","ICICI Prudential Nifty iWIN ETF","2017-11-27","106.32"
"UMANGDAIRY","Umang Dairies Limited","2017-11-27","77"
"BINANIIND","Binani Industries Limited","2017-11-27","94"
"GHCL","GHCL Limited","2017-11-27","301.85"
"ASIANTILES","Asian Granito India Limited","2017-11-27","511.8"
"SPHEREGSL","Sphere Global Services Limited","2017-11-27","44.25"
"DHUNINV","Dhunseri Investments Limited","2017-11-27","367.75"
"PALREDTEC","Palred Technologies Limited","2017-11-27","97.15"
"TIIL","Technocraft Industries (India) Limited","2017-11-27","509.9"
"KRIDHANINF","Kridhan Infra Limited","2017-11-27","103.5"
"TVVISION","TV Vision Limited","2017-11-24","18.35"
"SWARAJENG","Swaraj Engines Limited","2017-11-24","1973"
"KABRAEXTRU","Kabra Extrusion Technik Limited","2017-11-24","135.4"
"EQ30","Edelweiss Mutual Fund - Edelweiss ETF - Nifty Quality 30","2017-11-24","235.59"
"SANGAMIND","Sangam (India) Limited","2017-11-24","205.55"
"VTL","Vardhman Textiles Limited","2017-11-24","1285"
"GOLDIAM","Goldiam International Limited","2017-11-24","91"
"DUCON","Ducon Infratechnologies Limited","2017-11-24","41.15"
"CAMLINFINE","Camlin Fine Sciences Limited","2017-11-24","110.6"
"SABTN","Sri Adhikari Brothers Television Network Limited","2017-11-24","14.95"
"SICAGEN","Sicagen India Limited","2017-11-24","42.8"
"SAKSOFT","Saksoft Limited","2017-11-24","245.7"
